Request Date , Request # ,University,Semester,Year,Course, ISBN , Title , Author , pub_date , Call No , Syllabi , Comments
1/14/11,760303," University of Maryland, Baltimore County ",Spring,2011, PSYC463 ,9.78E+12, The Psychology of Eating: From Health to Disordered Behavior ," Ogden, Jane ",2010, 1st ed RC552.E18O47 2003 , N , Deleted 5/26 
1/14/11,765418," University of Maryland, Baltimore County ",Spring,2011, SOWK397 ,9.78E+12, Techniques and Guidelines for Social Work ," Sheafor, Bradford ",2008, HV91.S48 2008 , N , Deleted 5/26 
1/14/11,793552," University of Maryland, Baltimore County ",Spring,2011, POLI318 ,9.78E+12, Blessings of Liberty: A Concise History of the Constitution of the United States ," Benedict, Michael ",2006, KF4541.Z9B463 2006 , N , Deleted 5/26 
1/14/11,802720," University of Maryland, Baltimore County ",Spring,2011, SOWK374 ,9.78E+12, Little Bee ," Cleave, Chris ",2010, PR6103.L43L58 2009 , N , Deleted 5/26 
1/14/11,828525," University of Maryland, Baltimore County ",Spring,2011, PSYC210 ,9.78E+12, The Principles of Learning and Behavior ," Domjan, Michael ",2010, BF319.D66 2010 , N , Deleted 5/26 
1/14/11,834871," University of Maryland, Baltimore County ",Spring,2011, PSYC393 ,9.78E+12, 50 Great Myths of Popular Psychology: Shattering Widespread Misconceptions About Human Behavior ," Lilienfeld, Scott O ",2010, BF145.A15 2010 , N , Deleted 5/26 
1/14/11,863253," University of Maryland, Baltimore County ",Spring,2011, HIST355 ,9.78E+12, Poems from Guantanamo ," Falkoff, Marc ",2007, PJ7694.E3P56 2007 , N , Deleted 5/26 
1/14/11,959469," University of Maryland, Baltimore County ",Spring,2011, PSYC304 ,9.78E+12, Adolescense ," Santrock, John ",2009,  , N , Deleted 5/26 
1/17/11,982559," University of Maryland, Baltimore County ",Spring,2011, HIST488 ,9.78E+12, Opium of the Intellectuals , Aron ,2001, HM728.A7613 2001 , N , Deleted 5/26 
1/14/11,985131," University of Maryland, Baltimore County ",Spring,2011, PSYC390 ,9.78E+12," Psychopharmacology: Drugs, the Brain and Behavior "," Meyer, Jerrald S ",2005, RM315.M478 2005 , N , Deleted 5/26 
8/6/12,135076," University of Maryland, College Park ",Fall,2012, FMSC381 ,9.78E+12, Class Matters , New York Times , NA , MCK HN90.S6 C565 2005 , N , 16 loans; Deleted 1/6 
8/6/12,174080," University of Maryland, College Park ",Fall,2012, FMSC381 ,9.78E+12, Families in Poverty ," Seccombe, Karen ", NA , HQ536 .S3983 2007 , N , 21 loans; Deleted 1/6 
7/25/14,209186," University of Maryland, College Park ",Fall,2014, FMSC381 , 978-0205547951 , Experiencing Poverty: Voices from the Bottom ," Eitzen. Stanley. and Smith, Kelly Eitzen ",2009, HV91 .E39 2009 , N , Deleted 12/22; 8 loans 
8/6/12,586530," University of Maryland, College Park ",Fall,2012, FMSC381 , 9780813343457/978-0813344843 ," Inequality Reader: Contemporary and Foundational Readings in Race, Class, and Gender ", Grusky , NA , HM821 .I54 2011 , N , 22 loans; Deleted 1/6 
7/25/14,661857," University of Maryland, College Park ",Fall,2014, FMSC381 , 978-1452205403 , Social Inequality in a Global Age ," Sernau, Scott ",2014, HM821 .S47 2014 , N , Deleted 12/22; 38 loans 
8/1/13,743598," University of Maryland, College Park ",Fall,2013, FMSC381 ,9.78E+12, Families in Poverty , Karen Seccombe ,2006, HQ536 .S3983 2007 , N , 14 loans; Deleted 1/13 
8/1/13,959665," University of Maryland, College Park ",Fall,2013, FMSC381 ,9.78E+12, Families: a social class perspective , Shirley A. Hill ,2011, MCK HQ503 .H55 2012 , N , Entered 8/18 
8/1/13,964893," University of Maryland, College Park ",Fall,2013, FMSC381 ,9.78E+12, Experiencing Poverty , D. Stanley Eitzen & Kelly Eitzen ,2008, HV91 .E39 2009 ,  , 16 loans; Deleted 1/13 
11/27/13,214541," University of Maryland, Baltimore County ",Spring,2014, HIST447 ,9.78E+12, The Craft of Research , Wayne Booth ,2008, Q180.55.M4 B66 2008 , N , 0 loans; Deleted 5/22 
11/27/13,723670," University of Maryland, Baltimore County ",Spring,2014, HIST447 ,9.78E+12, Freedom is Not Enough: The Opening of the American Workplace , Nancy MacLean ,2008, HD4903.5.U58 M33 2006 , N , 0 loans; Deleted 5/22 
11/27/13,771815," University of Maryland, Baltimore County ",Spring,2014, HIST447 ,9.78E+12, Takin' it To the Streets: A Sixties Reader , Alexander Bloom and Wini Breines ,2010, E841 .T28 2011 , N , 0 loans; Deleted 5/22 
4/21/15,457676," University of Maryland, College Park ",Fall,2015, BSCI437 ,9.78E+12, Principles of Virology v.2 ," Flint, S.J. ",2008, QR360 .P697 2009 , N , 3 loans 
9/9/14,619992," University of Maryland, College Park ",Fall,2014, BSCI437 , 978-1-55581-479-3 , Principles of Virology ," Flint, S.J. ",2009, QR360 .P697 2009 , N , Deleted 12/21; 21 loans 
4/24/15,809357," University of Maryland, College Park ",Fall,2015, BSCI437 ,9.78E+12, Principles of Virology v.1 ," Flint, S.J. ",2008, QR360 .P697 2009 , N , 6 loans 
11/6/14,998191," University of Maryland, College Park ",Fall,2014, BSCI437 ,9.78E+12, Princples of Virology Vol. II ," Flint, S.J. ",2009, QR360 .P697 2009 , N , Deleted 12/21; 5 loans 
8/27/12,140265," University of Maryland, Baltimore County ",Fall,2012, PSYC405 ,  , A History of Psychology ," King, D. Brett ",2009, BF38 .V56 2009 , N , 1 loan; Deleted 1/2 
6/3/13,343686," University of Maryland, Baltimore County ",Fall,2013, PSYC307 ,9.78E+12, Adult Development and Aging , Cavanaugh & Blanchard-Fields ,2011, BF724.5 .C38 2011 , N , Recalled 7/24 
11/2/12,402932," University of Maryland, Baltimore County ",Spring,2013, PSYC440 , 978-0-19-5381207 , Advanced Social Psychology: the state of the science , Roy F. Baumeister & Finkel ,2010, HM1033 .A38 2010 , N , 0 loans; Deleted 5/22 
11/2/12,660351," University of Maryland, Baltimore County ",Spring,2013, PSYC387 , 978-1-111-35257-8 , Community Psychology: linking individuals and communities , Bret Kloos et al. ,2011, RA790.55 .D84 2012 , N , 5 loans; Deleted 5/22 
11/27/13,750166," University of Maryland, Baltimore County ",Spring,2014, PSYC387 , 978-1111352578 , Community Psychology: Linking Individuals and Community ," Bret Kloos, et al. ",2011, RA790.55 .D84 2012 , N , 0 loans; Deleted 5/27 
11/23/11,751804," University of Maryland, Baltimore County ",Spring,2012, PSYC405 ,9.78E+12, The Story of Psychology ," Hunt, Morton M. ",2007, 1st ed BF81 .H86 1993 , N , Deleted 6/14 
11/23/11,884669," University of Maryland, Baltimore County ",Spring,2012, PSYC405 ,205512135, A history of Psychology: Ideas and Context ," King, D.Brett ",2008, BF38 .V56 2009 , N , Deleted 7/10; 11 loans 
11/2/12,954312," University of Maryland, Baltimore County ",Spring,2013, PSYC440 , 978-1412976381 , Applied Social Psychology: understanding and addressing social and practical problmes ," Schneider,et al. ",2011, HM1033 .S36 2012 , N , 0 loans; Deleted 5/22 
6/3/13,993641," University of Maryland, Baltimore County ",Fall,2013, PSYC437 ,9.78E+12, Working for Peace , Rachel M. MacNair ,2006, JZ5538 .W69 2006 , N , 2 loans; Deleted 1/22 
1/3/11,216548, Towson University ,Spring,2011, ECED360 ,9.78E+12, Literacy : the Creative Curriculum approach ," Cate Heroman, Candy Jones ",2004, LB1140.5 L3 H47 2004 , N , Deleted 5/25 
1/3/11,239635, Towson University ,Spring,2011, ECED360 ,9.78E+12, Literacy development in the early years ," Morrow, L.M. ",2009, LB1140.5 L3 M66 2009 , N , Deleted 5/25 
11/4/10,496969, Towson University ,Spring,2011, ECED360 , 978-160155-025-5 , The Daily Five in Kindergarten ," Moser, Joan ",2010, REF LB1576.D16 2010 , N , Deleted 5/25 
11/4/10,555032, Towson University ,Spring,2011, ECED360 ,9.78E+12, Language Development: Understanding Language Diversity in the Classroom ," Levey, Sandra ",2010, LB1139.L3L326 2011 , N , Deleted 5/25 
1/3/11,663047, Towson University ,Spring,2011, ECED360 ,157110304, Read it again! : revisiting shared reading , Brenda Parkes ,2000, LB1139.5 R43 P37 2000 , N , Deleted 5/25 
11/4/10,775710, Towson University ,Spring,2011, ECED360 ,9.78E+12, The Daily Five: Fostering Literacy Independence in the Elementary Grades ," Bousney, Gail ",2006, LB1576.B535 2006 , N , Deleted 5/25 
1/3/11,977758, Towson University ,Spring,2011, ECED360 ,1571103538, Literacy work stations : making centers work , Debbie Diller ,2003, LB1576 D4646 2003 , N , Deleted 5/25 
12/19/12,106040," University of Maryland, Baltimore County ",Spring,2013, HIST488 , FILM - DVD , Freedom's Fury ," The Sibs, Directors ",2009,  , N , Ordered 12/19 
6/7/12,134520," University of Maryland, Baltimore County ",Fall,2012, HIST487 , 978-0547247786 , Remarkable Creatures: Epic Adventures in the Search for the Origins of Species ," Carroll, Sean ",2009, QH361 .C377 2009 , N , 15 loans; Deleted 1/4 
11/7/12,178152," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 978-0451228147 , One Day in the Life of Ivan Denisovich. , Aleksandr Solzhenitsyn ,2009, PG3488.O4 O3313 1991 , N , 2 loans; Deleted 5/22 
8/3/15,182569," University of Maryland, Baltimore County ",Fall,2015, HIST487 ,9.78E+12, Heart of Darkness ," Conrad, Joseph ",2008, PR6005.O4 H4 2008 ,  , 2 LOANS 
8/3/15,256675," University of Maryland, Baltimore County ",Fall,2015, HIST487 ,  , Butcher's Tale ," Smith, Helmut Walser ",2003, DS146.G4 S57 2003 ,  , 2 LOANS 
1/12/12,266675," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , DVD Burnt by the sun ," Mikhalkov, Nikita ",1994, REF PN1997 .B875 2003 , N , Deleted 5/21 
12/19/12,309768," University of Maryland, Baltimore County ",Spring,2013, HIST488 , DVD , Singing Revolution ," Tusty, James ",2009,309768, N , Just put in reference 
8/3/15,334622," University of Maryland, Baltimore County ",Fall,2015, HIST487 ,9.78E+12, Communist Manifesto ," Marx, Karl ",2008, HX39.5 .A5213 2008 ,  , 4 loans
1/12/12,438496," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , In the shadow of revolution : life stories of Russian women from 1917 to the second World War ," Fitzpatrick, Sheila & Slezkine, Yuri ",2000, DK37.2 .I5 2000 , Y , Deleted 5/21 
12/15/12,438721," University of Maryland, Baltimore County ",Spring,2013,488,9.78E+12, Christ Stopped at Eboli ," Levi, Carlo ",2006, DG975.B3 L4813 2006 , N , 11 loans; Deleted 5/22 
12/19/12,464913," University of Maryland, Baltimore County ",Spring,2013, HIST488 , DVD , Goodbye Lenin ," Becker, Wolfgang ",2004, REF PN1997.2 .G66 2004 , N , 1 loan; Deleted 5/22 
1/10/13,471954," University of Maryland, Baltimore County ",Spring,2013, HIST488 ,9.78E+12, Resistance. Memoirs of Occupied France ," Humbert, Agnes ",2008, D805.G3 H8613 2009 , N , 10 loans; Deleted 5/22 
1/12/12,520534," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , DVD October (Ten Days that Shook the World) , Sergei M. Eisenstein ,1928, PN1997 .O348 2004 , Y , Deleted 5/21 
8/3/15,539768," University of Maryland, Baltimore County ",Fall,2015, HIST487 ,9.78E+12, Tenant of Wildfell Hall ," Bronte, Anne ",2008,  ,  , Available Online through UMBC library ebook 
11/7/12,545400," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 0-156421178 , Homage to Catalonia , George Orwell ,1980, DP269.9 .O713 1980 , N , 0 loans; Deleted 5/22 
6/7/12,561496," University of Maryland, Baltimore County ",Fall,2012, HIST487 , 978-0199207558 , The Tenant of Wildfell Hall ," Bronte, Anne ",2008, Ebook EBSCO , N , Students will use ebook; Deleted 
12/16/11,565743," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,9.78E+12, A history of the soviet union from the beginning to the end , Peter Kenez ,2006, DK266 .K43 2006 , Y , Deleted 5/21 
12/15/12,593686," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 978-0226595573 , The End. Hamburg 1943. ," Nossack, Hans Erich ",2006, D757.9.H3 N68 2006 , N , 0 loans; Deleted 5/22 
1/12/12,611971," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , DVD Anna , Nikita Mikhalkov ,1999, REF HQ799.S692 A55 1998 , N , Deleted 5/21 
6/7/12,659271," University of Maryland, Baltimore County ",Fall,2012, HIST487 , 978-0199535712 , The Communist Manifesto ," Marx, Karl ",2008, HX39.5 .A5213 2008 , N , 0 loans; Deleted 1/4 
12/19/12,681701," University of Maryland, Baltimore County ",Spring,2013, HIST488 , DVD , Lives of Others ," Gedeck, Martina ",2007, REF PN1997.2 .L43 2007 , N , 3 loans; Deleted 5/22 
12/16/11,702375," University of Maryland, Baltimore County ",Spring,2012, HIST486 , 978-0822205074 , Heart of a Dog , Mikhail Bulgakov ,1998, prof's copy , Y , Entered 1/26 
1/12/12,714970," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  ," A Russian civil war diary : Alexis Babine in Saratov, 1917-1922 "," Raleigh, Donald J. ",1988, DK265.7.B3 A3 1988 , Y , Deleted 5/21 
6/7/12,721872," University of Maryland, Baltimore County ",Fall,2012, HIST487 , 978-0393325058 , The Butcher's Tale: Murder and Anti-Semitism in a German Town ," Smith, Helmut Walser ",2003, DS146.G4 S57 2003 , N , 2 loans; Deleted 1/4 
7/18/12,731250," University of Maryland, Baltimore County ",Fall,2012, HIST487 ,9.78E+12, Europe and the Making of Modernity 1815-1914 , Robin Winks ,2005, D358 .W683 2005 , N , 2 loans; Deleted 1/4 
6/7/12,733552," University of Maryland, Baltimore County ",Fall,2012, HIST487 , 978-0199536016 , Heart of Darkness ," Conrad, Joseph ",2008, PR6005.O4 H4 2008 , N , 0 loans; Deleted 1/4 
1/12/12,750315," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , A Documentary history of communism and the world : from revolution to collapse ," Daniels,  Robert V. ",1994, HX313 .D64 1994 , Y , Deleted 5/21 
11/7/12,760966," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 978-0195135718 , A History of Europe in the Twentieth Century , Eric Dorn Brose ,2004, D424 .B76 2005 , N , 5 loans; Deleted 5/22 
1/12/12,772830," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , Behind the Urals : an American worker in Russia's city of steel ," Scott,John ",1989, DK781.M3 S35 1989 , Y , Deleted 5/21 
1/12/12,804302," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , DVD My Perestroika , Robin Hessman ,2010,  , Y , Ordered 1/5 
11/7/12,807315," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 978-0141014081 ," Maus: A Survivor_Ñés Tale, Vol. I and II ", Art Spiegelman ,2003, D810.J4 S643 2003 , N , 2 loans; Deleted 5/22 
11/7/12,877893," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 978-0841913776 ," Under a Cruel Star: A Life in Prague, 1941-1968 ", Heda Margolius Kovaly ,1997, DB2211.K68 A3 1997 , N , 6 loans; Deleted 5/22 
12/16/11,899613," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,9.78E+12, Lenin's tomb , David Remnick ,1994, DK288 .R46 1994 , Y , Deleted 5/21 
12/16/11,958670," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,9.78E+12, Journey into the Whirlwind , Eugeniia Ginzburg ,2002, DK268.3 .G513 2002 , N , Deleted 5/21 
1/12/12,960200," University of Maryland, Baltimore County ",Spring,2012, HIST486 ,  , DVD The Mark of Cain , Alix Lambert ,2008, REF E876 .J33 2011 , Y , Deleted 5/21 
8/5/15,960548," University of Maryland, Baltimore County ",Fall,2015, HIST487 ,  , Remarkable Creatures ," Carroll, Sean ",2009, QH361 .C377 2009 , N , 4 LOANS 
11/7/12,978364," University of Maryland, Baltimore County ",Spring,2013, HIST488 , 978-0449911495 , All Quiet on the Western Front , Erich Maria Remarque ,1996, PT2635 .E68 I53 1995 , N , 0 loans; Deleted 5/22 
8/3/15,996860," University of Maryland, Baltimore County ",Fall,2015, HIST487 ,9.78E+12, Europe and the Making of Modernity ," Winks, Robin ",2005, D358 .W683 2005 , N , 14 LOANS 
12/12/14,225582," University of Maryland, College Park ",Spring,2015, COMM475 ," 0205609996, ISBN-13: 978-0205609994 ", Influence: Science and practice ," Cialdini, R. B. ",2008, BF774 .C53 2009 , N , Entered 2/9
8/26/14,353596," University of Maryland, College Park ",Fall,2014, COMM402 ,  , An introduction to models in the social sciences ," Charles A. Lave, James G. March ",1975, EPSL H61 .L342 , Y , Deleted 12/22; 0 loans 
11/14/15,360515," University of Maryland, College Park ",Spring,2016, COMM400 ,9.78E+12, Research methods in social relations , Geoffrey Maruyama and Carey S. Ryan , 08-01-2014 , H62 .M2845 2014 , N , on reserve fall 2015 (Duc) 
7/23/15,427072," University of Maryland, College Park ",Fall,2015, COMM498L ,385339038, Screenplay: The Foundations of Screenwriting ," Filed, Syd ",2005, PN1996 .F43 2005 ,  , 2 LOANS 
8/26/14,439684," University of Maryland, College Park ",Fall,2014, COMM402 ,  , A primer in theory construction , Paul D. Reynolds ,1971, OSS H61 .R48 , Y , Deleted 12/22; 0 loans 
12/12/14,505438," University of Maryland, College Park ",Spring,2015, COMM475 , ISBN-10ë_0-205-91296-6 , Persuasion: Social Influence and Compliance Gaining , Robert H. Gass & John S. Seiter ,201, BF637.P4 G34 2014 , N , Entered 01/12
12/19/13,525570," University of Maryland, College Park ",Spring,2014, COMM400 , 978-0155061392 , Research Methods in Social Relations ," Hoyle, R. H., Harris, M. J., Judd, C. M. ", 10/26/2011 , H62 .K473 2002 , N , 4 loans; Deleted 5/22 
7/23/15,532944," University of Maryland, College Park ",Fall,2015, COMM498J , 020521102X , Movies and Meaning , Prince ,2012,  , N , 26 LOANS 
12/12/14,560157," University of Maryland, College Park ",Spring,2015, COMM400 , 978-1118764978 , Research methods in social relations , Geoffrey Maruyama and Carey S. Ryan ,2014, 7th ed H62 .K473 2002 , N , Entered 1/25 7th ed
12/19/13,599455," University of Maryland, College Park ",Spring,2014, COMM475 , 978-0-205-91296-4 ë_ , Persuasion: Social Influence and Compliance Gaining ," Gass, Robert H., Seiter, John S. ", 2/18/2013 , BF637.P4 G34 2014 , N , 25 loans; Deleted 5/22 
7/23/15,611256," University of Maryland, College Park ",Fall,2015, COMM498J ,1565845129, On Television ," Bourdieu, Pierre ",1999, PN4784.T4 B68 1998 , N , 1 LOAN 
8/26/14,911137," University of Maryland, College Park ",Fall,2014, COMM402 ,  , Defending science--within reason : between scientism and cynicism , Susan Haack ,2003, MCK Q172.5.C74 H33 2003 , Y , Deleted 12/22; 0 loans 
